id,Size 1,Our Actual Size,Size 2,Our Actual Size,Size 3,Our Actual Size,Size 4,Our Actual Size,Size 5,Our Actual Size
FLPT_CS_2355.JPG,12,17.26862302,16,23.0248307,24,34.53724605,32,46.0496614,40,57.56207675
FLPT_RF_0134.JPG,12,8,16,10.66666667,24,16,32,21.33333333,40,26.66666667
FLPT_CS_2344.JPG,12,19.5810687,16,26.1080916,24,39.1621374,32,52.21618321,40,65.27022901
FLPT_CS_689.JPG,12,7.924878993,16,10.56650532,24,15.84975799,32,21.13301065,40,26.41626331
FLPT_DZ_0660.JPG,12,15.42486486,16,20.56648649,24,30.84972973,32,41.13297297,40,51.41621622
FLPT_PT_0008.JPG,12,16.67574932,16,22.23433243,24,33.35149864,32,44.46866485,40,55.58583106
FLPT_LB_0090.JPG,12,13.96941338,16,18.6258845,24,27.93882675,32,37.251769,40,46.56471125
FLPT_SI_0653.JPG,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625
FLPT_CS_C08_0924.JPG,12,8.033659491,16,10.71154599,24,16.06731898,32,21.42309198,40,26.77886497
FLPT_CS_C08_2236.JPG,12,17.92982456,16,23.90643275,24,35.85964912,32,47.8128655,40,59.76608187
FLPT_CS_C08_2287.JPG,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252
FLPT_MPK_0636.JPG,12,18.00174774,16,24.00233032,24,36.00349548,32,48.00466065,40,60.00582581
FLPT_MH_0087.JPG,12,10.58901099,16,14.11868132,24,21.17802198,32,28.23736264,40,35.2967033
FLPT_SK_0438.JPG,12,8.03203125,16,10.709375,24,16.0640625,32,21.41875,40,26.7734375
FLPT_MPK_0828.JPG,12,8.16,16,10.88,24,16.32,32,21.76,40,27.2
FLPT_AKU_0148.JPG,12,18.01758499,16,24.02344666,24,36.03516999,32,48.04689332,40,60.05861665
FLPT_SK_0203.JPG,12,8.032012493,16,10.70934999,24,16.06402499,32,21.41869998,40,26.77337498
FLPT_SI_0197.JPG,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625
FLPT_LB_0263.JPG,12,7.99921875,16,10.665625,24,15.9984375,32,21.33125,40,26.6640625
FLPT_CS_C07_6255.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_CS_D026.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_DZ_0565.JPG,12,8.461176471,16,11.28156863,24,16.92235294,32,22.56313725,40,28.20392157
FLPT_CS_1297.JPG,12,17.91364421,16,23.88485895,24,35.82728843,32,47.7697179,40,59.71214738
FLPT_AKC_0041.JPG,12,11.95252747,16,15.9367033,24,23.90505495,32,31.87340659,40,39.84175824
FLPT_SK_0542.JPG,12,7.969590643,16,10.62612086,24,15.93918129,32,21.25224172,40,26.56530214
FLPT_SK_0728.JPG,12,7.970149254,16,10.62686567,24,15.94029851,32,21.25373134,40,26.56716418
FLPT_PST_0059.JPG,12,8.282091918,16,11.04278922,24,16.56418384,32,22.08557845,40,27.60697306
FLPT_TH_0115.JPG,12,18,16,24,24,36,32,48,40,60
FLPT_JBE_0197.JPG,12,8.059386599,16,10.7458488,24,16.1187732,32,21.4916976,40,26.864622
FLPT_DZ_0449.JPG,12,8.44,16,11.25333333,24,16.88,32,22.50666667,40,28.13333333
FLPT_GP_0563.JPG,12,18.00175798,16,24.00234398,24,36.00351597,32,48.00468796,40,60.00585995
FLPT_CS_C08_9884.JPG,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252
FLPT_CS_C06_2404.JPG,12,8.034174757,16,10.71223301,24,16.06834951,32,21.42446602,40,26.78058252
FLPT_CS_263.JPG,12,7.937062937,16,10.58275058,24,15.87412587,32,21.16550117,40,26.45687646
FLPT_CS_C08_5247.JPG,12,17.92343387,16,23.89791183,24,35.84686775,32,47.79582367,40,59.74477958
FLPT_AKU_0165.JPG,12,16.95918367,16,22.6122449,24,33.91836735,32,45.2244898,40,56.53061224
FLPT_NP_0057.JPG,12,12,16,16,24,24,32,32,40,40
FLPT_GP_0243.JPG,12,8.001558846,16,10.66874513,24,16.00311769,32,21.33749026,40,26.67186282
FLPT_AKU_0142.JPG,12,13.43066431,16,17.90755241,24,26.86132862,32,35.81510482,40,44.76888103
FLPT_GC_0433.JPG,12,8.167058824,16,10.88941176,24,16.33411765,32,21.77882353,40,27.22352941
FLPT_MPK_0688.JPG,12,17.69297485,16,23.59063313,24,35.3859497,32,47.18126626,40,58.97658283
FLPT_PT_0100.JPG,12,5.211988075,16,6.949317433,24,10.42397615,32,13.89863487,40,17.37329358
FLPT_TIS_204.JPG,12,15.10365252,16,20.13820336,24,30.20730503,32,40.27640671,40,50.34550839
FLPT_PP_0164.JPG,12,17.99824818,16,23.99766423,24,35.99649635,32,47.99532847,40,59.99416058
